Plan;Identificacion;Nombres;Inicio Vigencia;Fin Vigencia; Suma Asegurada ;Tipo Objeto;Uso Bien;Actividad;Tipo Material;Descripción;Pais;Provincia;Distrito;Corregimiento;Barriada;Edificio
1_10;111223-1111;Juan Carlos Perez Gomez;21/3/2026;21/3/2027;47,684.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080817
1_10;111223-1111;Juan Carlos Perez Gomez;21/3/2026;21/3/2027;47,539.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080817
1_10;111223-1111;Juan Carlos Perez Gomez;21/3/2026;21/3/2027;47,394.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080818
1_10;111223-1111;Juan Carlos Perez Gomez;21/3/2026;21/3/2027;47,249.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080818
1_10;111223-1111;Juan Carlos Perez Gomez;21/3/2026;21/3/2027;47,105.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080819
1_10;111223-1111;Juan Carlos Perez Gomez;21/3/2026;21/3/2027;46,960.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080819
1_17;111223-1111;Juan Carlos Perez Gomez;21/3/2026;21/3/2027;46,815.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080820
1_17;111223-1111;Juan Carlos Perez Gomez;21/3/2026;21/3/2027;46,670.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080820
1_17;111223-1111;Juan Carlos Perez Gomez;21/3/2026;21/3/2027;46,526.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080821
1_17;111223-1111;Juan Carlos Perez Gomez;21/3/2026;21/3/2027;46,381.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080821
1_17;111223-1111;Juan Carlos Perez Gomez;21/3/2026;21/3/2027;46,236.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080822
1_17;111223-1111;Juan Carlos Perez Gomez;21/3/2026;21/3/2027;46,091.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080822
1_17;111223-1112;Juan Carlos Perez Gomez;21/3/2026;21/3/2027;50,000.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080823
1_17;04-0004-00380;LUIS JARAMILLO;21/3/2026;21/3/2027;49,855.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080823
1_17;04-0004-00380;LUIS JARAMILLO;21/3/2026;21/3/2027;49,710.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080824
1_17;04-0004-00380;LUIS JARAMILLO;21/3/2026;21/3/2027;49,565.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080824
1_17;04-0004-00380;LUIS JARAMILLO;28/3/2026;28/3/2027;49,421.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080825
1_17;04-0004-00380;LUIS JARAMILLO;28/3/2026;28/3/2027;49,276.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080825
1_17;04-0004-00380;LUIS JARAMILLO;28/3/2026;28/3/2027;49,131.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080826
1_17;04-0004-00380;LUIS JARAMILLO;28/3/2026;28/3/2027;48,986.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080826
1_9;111223-1111;Juan Carlos Perez Gomez;28/3/2026;28/3/2027;50,000.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080827
1_9;111223-1111;Juan Carlos Perez Gomez;28/3/2026;28/3/2027;49,855.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080827
1_9;111223-1111;Juan Carlos Perez Gomez;28/3/2026;28/3/2027;49,710.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080828
1_9;111223-1111;Juan Carlos Perez Gomez;28/3/2026;28/3/2027;49,565.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080828
1_9;111223-1111;Juan Carlos Perez Gomez;28/3/2026;28/3/2027;49,421.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080829
1_9;111223-1111;Juan Carlos Perez Gomez;28/3/2026;28/3/2027;49,276.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080829
1_9;111223-1111;Juan Carlos Perez Gomez;28/3/2026;28/3/2027;49,131.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080830
1_9;111223-1111;Juan Carlos Perez Gomez;28/3/2026;28/3/2027;48,986.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080830
1_9;111223-1111;Juan Carlos Perez Gomez;28/3/2026;28/3/2027;48,842.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080831
1_10;111223-1111;Juan Carlos Perez Gomez;28/3/2026;28/3/2027;48,697.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080831
1_10;111223-1111;Juan Carlos Perez Gomez;28/3/2026;28/3/2027;48,552.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080832
1_10;111223-1111;Juan Carlos Perez Gomez;28/3/2026;28/3/2027;48,407.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080832
1_10;111223-1111;Juan Carlos Perez Gomez;28/3/2026;28/3/2027;48,263.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080833
1_10;111223-1111;Juan Carlos Perez Gomez;28/3/2026;28/3/2027;48,118.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080833
1_10;111223-1111;Juan Carlos Perez Gomez;28/3/2026;28/3/2027;47,973.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080834
1_10;111223-1111;Juan Carlos Perez Gomez;28/3/2026;28/3/2027;47,828.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080834
1_10;111223-1111;Juan Carlos Perez Gomez;1/4/2026;1/4/2027;47,684.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080835
1_10;111223-1111;Juan Carlos Perez Gomez;1/4/2026;1/4/2027;47,539.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080835
1_10;111223-1111;Juan Carlos Perez Gomez;1/4/2026;1/4/2027;47,394.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080836
1_10;111223-1111;Juan Carlos Perez Gomez;1/4/2026;1/4/2027;47,249.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080836
1_10;111223-1111;Juan Carlos Perez Gomez;1/4/2026;1/4/2027;47,105.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080837
1_10;111223-1111;Juan Carlos Perez Gomez;1/4/2026;1/4/2027;46,960.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080837
1_17;111223-1111;Juan Carlos Perez Gomez;1/4/2026;1/4/2027;46,815.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080838
1_17;111223-1111;Juan Carlos Perez Gomez;1/4/2026;1/4/2027;46,670.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080838
1_17;111223-1111;Juan Carlos Perez Gomez;1/4/2026;1/4/2027;46,526.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080839
1_17;111223-1111;Juan Carlos Perez Gomez;1/4/2026;1/4/2027;46,381.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080839
1_17;111223-1111;Juan Carlos Perez Gomez;1/4/2026;1/4/2027;46,236.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080840
1_17;111223-1111;Juan Carlos Perez Gomez;1/4/2026;1/4/2027;46,091.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080840
1_17;111223-1112;Juan Carlos Perez Gomez;1/4/2026;1/4/2027;50,000.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080841
1_17;04-0004-00380;LUIS JARAMILLO;1/4/2026;1/4/2027;49,855.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080841
1_17;04-0004-00380;LUIS JARAMILLO;1/4/2026;1/4/2027;49,710.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080842
1_17;04-0004-00380;LUIS JARAMILLO;1/4/2026;1/4/2027;49,565.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080842
1_17;04-0004-00380;LUIS JARAMILLO;1/4/2026;1/4/2027;49,421.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080843
1_17;04-0004-00380;LUIS JARAMILLO;1/4/2026;1/4/2027;49,276.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080843
1_17;04-0004-00380;LUIS JARAMILLO;1/4/2026;1/4/2027;49,131.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080844
1_17;04-0004-00380;LUIS JARAMILLO;1/4/2026;1/4/2027;48,986.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080844
1_9;111223-1111;Juan Carlos Perez Gomez;7/4/2026;7/4/2027;50,000.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080845
1_9;111223-1111;Juan Carlos Perez Gomez;7/4/2026;7/4/2027;49,855.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080845
1_9;111223-1111;Juan Carlos Perez Gomez;7/4/2026;7/4/2027;49,710.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080846
1_9;111223-1111;Juan Carlos Perez Gomez;7/4/2026;7/4/2027;49,565.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080846
1_9;111223-1111;Juan Carlos Perez Gomez;7/4/2026;7/4/2027;49,421.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080847
1_9;111223-1111;Juan Carlos Perez Gomez;7/4/2026;7/4/2027;49,276.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080847
1_9;111223-1111;Juan Carlos Perez Gomez;7/4/2026;7/4/2027;49,131.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080848
1_9;111223-1111;Juan Carlos Perez Gomez;7/4/2026;7/4/2027;48,986.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080848
1_9;111223-1111;Juan Carlos Perez Gomez;7/4/2026;7/4/2027;48,842.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080849
1_10;111223-1111;Juan Carlos Perez Gomez;7/4/2026;7/4/2027;48,697.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080849
1_10;111223-1111;Juan Carlos Perez Gomez;7/4/2026;7/4/2027;48,552.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080850
1_10;111223-1111;Juan Carlos Perez Gomez;7/4/2026;7/4/2027;48,407.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080850
1_10;111223-1111;Juan Carlos Perez Gomez;7/4/2026;7/4/2027;48,263.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080851
1_10;111223-1111;Juan Carlos Perez Gomez;7/4/2026;7/4/2027;48,118.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080851
1_10;111223-1111;Juan Carlos Perez Gomez;7/4/2026;7/4/2027;47,973.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080852
1_10;111223-1111;Juan Carlos Perez Gomez;7/4/2026;7/4/2027;47,828.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080852
1_10;111223-1111;Juan Carlos Perez Gomez;7/4/2026;7/4/2027;47,684.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080853
1_10;111223-1111;Juan Carlos Perez Gomez;7/4/2026;7/4/2027;47,539.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080853
1_10;111223-1111;Juan Carlos Perez Gomez;7/4/2026;7/4/2027;47,394.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080854
1_10;111223-1111;Juan Carlos Perez Gomez;7/4/2026;7/4/2027;47,249.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080854
1_10;111223-1111;Juan Carlos Perez Gomez;14/4/2026;14/4/2027;47,105.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080855
1_10;111223-1111;Juan Carlos Perez Gomez;14/4/2026;14/4/2027;46,960.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080855
1_17;111223-1111;Juan Carlos Perez Gomez;14/4/2026;14/4/2027;46,815.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080856
1_17;111223-1111;Juan Carlos Perez Gomez;14/4/2026;14/4/2027;46,670.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080856
1_17;111223-1111;Juan Carlos Perez Gomez;14/4/2026;14/4/2027;46,526.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080857
1_17;111223-1111;Juan Carlos Perez Gomez;14/4/2026;14/4/2027;46,381.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080857
1_17;111223-1111;Juan Carlos Perez Gomez;14/4/2026;14/4/2027;46,236.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080858
1_17;111223-1111;Juan Carlos Perez Gomez;14/4/2026;14/4/2027;46,091.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080858
1_17;111223-1112;Juan Carlos Perez Gomez;14/4/2026;14/4/2027;50,000.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080859
1_17;04-0004-00380;LUIS JARAMILLO;14/4/2026;14/4/2027;49,855.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080859
1_17;04-0004-00380;LUIS JARAMILLO;14/4/2026;14/4/2027;49,710.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080860
1_17;04-0004-00380;LUIS JARAMILLO;14/4/2026;14/4/2027;49,565.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080860
1_17;04-0004-00380;LUIS JARAMILLO;14/4/2026;14/4/2027;49,421.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080861
1_17;04-0004-00380;LUIS JARAMILLO;14/4/2026;14/4/2027;49,276.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080861
1_17;04-0004-00380;LUIS JARAMILLO;14/4/2026;14/4/2027;49,131.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080862
1_17;04-0004-00380;LUIS JARAMILLO;14/4/2026;14/4/2027;48,986.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080862
1_9;111223-1111;Juan Carlos Perez Gomez;14/4/2026;14/4/2027;50,000.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080863
1_9;111223-1111;Juan Carlos Perez Gomez;14/4/2026;14/4/2027;49,855.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080863
1_9;111223-1111;Juan Carlos Perez Gomez;14/4/2026;14/4/2027;49,710.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080864
1_9;111223-1111;Juan Carlos Perez Gomez;14/4/2026;14/4/2027;49,565.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080864
1_9;111223-1111;Juan Carlos Perez Gomez;21/4/2026;21/4/2027;49,421.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080865
1_9;111223-1111;Juan Carlos Perez Gomez;21/4/2026;21/4/2027;49,276.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080865
1_9;111223-1111;Juan Carlos Perez Gomez;21/4/2026;21/4/2027;49,131.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080866
1_9;111223-1111;Juan Carlos Perez Gomez;21/4/2026;21/4/2027;48,986.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080866
1_9;111223-1111;Juan Carlos Perez Gomez;21/4/2026;21/4/2027;48,842.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080867
1_10;111223-1111;Juan Carlos Perez Gomez;21/4/2026;21/4/2027;48,697.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080867
1_10;111223-1111;Juan Carlos Perez Gomez;21/4/2026;21/4/2027;48,552.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080868
1_10;111223-1111;Juan Carlos Perez Gomez;21/4/2026;21/4/2027;48,407.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080868
1_10;111223-1111;Juan Carlos Perez Gomez;21/4/2026;21/4/2027;48,263.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080869
1_10;111223-1111;Juan Carlos Perez Gomez;21/4/2026;21/4/2027;48,118.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080869
1_10;111223-1111;Juan Carlos Perez Gomez;21/4/2026;21/4/2027;47,973.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080870
1_10;111223-1111;Juan Carlos Perez Gomez;21/4/2026;21/4/2027;47,828.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080870
1_10;111223-1111;Juan Carlos Perez Gomez;21/4/2026;21/4/2027;47,684.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080871
1_10;111223-1111;Juan Carlos Perez Gomez;21/4/2026;21/4/2027;47,539.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080871
1_10;111223-1111;Juan Carlos Perez Gomez;21/4/2026;21/4/2027;47,394.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080872
1_10;111223-1111;Juan Carlos Perez Gomez;21/4/2026;21/4/2027;47,249.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080872
1_10;111223-1111;Juan Carlos Perez Gomez;21/4/2026;21/4/2027;47,105.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080873
1_10;111223-1111;Juan Carlos Perez Gomez;21/4/2026;21/4/2027;46,960.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080873
1_17;111223-1111;Juan Carlos Perez Gomez;21/4/2026;21/4/2027;46,815.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080874
1_17;111223-1111;Juan Carlos Perez Gomez;21/4/2026;21/4/2027;46,670.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080874
1_17;111223-1111;Juan Carlos Perez Gomez;28/4/2026;28/4/2027;46,526.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080875
1_17;111223-1111;Juan Carlos Perez Gomez;28/4/2026;28/4/2027;46,381.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080875
1_17;111223-1111;Juan Carlos Perez Gomez;28/4/2026;28/4/2027;46,236.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080876
1_17;111223-1111;Juan Carlos Perez Gomez;28/4/2026;28/4/2027;46,091.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080876
1_17;111223-1112;Juan Carlos Perez Gomez;28/4/2026;28/4/2027;50,000.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080877
1_17;04-0004-00380;LUIS JARAMILLO;28/4/2026;28/4/2027;49,855.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080877
1_17;04-0004-00380;LUIS JARAMILLO;28/4/2026;28/4/2027;49,710.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080878
1_17;04-0004-00380;LUIS JARAMILLO;28/4/2026;28/4/2027;49,565.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080878
1_17;04-0004-00380;LUIS JARAMILLO;28/4/2026;28/4/2027;49,421.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080879
1_17;04-0004-00380;LUIS JARAMILLO;28/4/2026;28/4/2027;49,276.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080879
1_17;04-0004-00380;LUIS JARAMILLO;28/4/2026;28/4/2027;49,131.50;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080880
1_17;04-0004-00380;LUIS JARAMILLO;28/4/2026;28/4/2027;48,986.75;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080880
1_9;111223-1111;Juan Carlos Perez Gomez;28/4/2026;28/4/2027;50,000.00;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080881
1_9;111223-1111;Juan Carlos Perez Gomez;28/4/2026;28/4/2027;49,855.25;EDIFICIO;1;0-VIVIENDAS;CONCRETO_REF;Prueba 1 (Carga Masiva);591;8;808;80802;0;8080881
